sample_id,lon,lat,Collection_Date,climate_method
ERR4235970,-70.5493,-26.1102,3/13/16,exact
ERR4235971,-70.5493,-26.1102,3/13/16,exact
ERR4235972,-70.5493,-26.1102,3/13/16,exact
ERR4235973,-70.5493,-26.1102,3/13/16,exact
ERR4235974,-70.5493,-26.1102,3/14/16,exact
ERR4235975,-70.5493,-26.1102,3/14/16,exact
ERR4235976,-70.5493,-26.1102,3/14/16,exact
ERR4235977,-70.5493,-26.1102,3/14/16,exact
ERR4235978,-70.5493,-26.1102,3/14/16,exact
ERR4235979,-70.5493,-26.1102,3/13/16,exact
ERR4235980,-70.5493,-26.1102,3/13/16,exact
ERR4235981,-70.5493,-26.1102,3/13/16,exact
ERR4235982,-70.5493,-26.1102,3/13/16,exact
ERR4235985,-70.5493,-26.1102,3/14/16,exact
ERR4235986,-70.5493,-26.1102,3/14/16,exact
ERR4235987,-70.5493,-26.1102,3/14/16,exact
ERR4235988,-70.5493,-26.1102,3/14/16,exact
ERR4235989,-70.5493,-26.1102,3/13/16,exact
ERR4235990,-70.5493,-26.1102,3/13/16,exact
ERR4235991,-70.5493,-26.1102,3/13/16,exact
ERR4235992,-70.5493,-26.1102,3/13/16,exact
ERR4235995,-70.5493,-26.1102,3/14/16,exact
ERR4235996,-70.5493,-26.1102,3/14/16,exact
ERR4235997,-70.5493,-26.1102,3/14/16,exact
ERR4235998,-70.5493,-26.1102,3/14/16,exact
ERR4235999,-70.5493,-26.1102,3/13/16,exact
ERR4236000,-70.5493,-26.1102,3/13/16,exact
ERR4236001,-70.5493,-26.1102,3/13/16,exact
ERR4236002,-70.5493,-26.1102,3/13/16,exact
ERR4236005,-70.5493,-26.1102,3/14/16,exact
ERR4236006,-70.5493,-26.1102,3/14/16,exact
ERR4236007,-70.5493,-26.1102,3/14/16,exact
ERR4236008,-70.5493,-26.1102,3/14/16,exact
ERR4236009,-71.0635,-32.9559,4/3/16,exact
ERR4236010,-71.0635,-32.9559,4/3/16,exact
ERR4236011,-71.0635,-32.9559,4/3/16,exact
ERR4236012,-71.0635,-32.9559,4/3/16,exact
ERR4236015,-71.0635,-32.9559,4/14/16,exact
ERR4236016,-71.0635,-32.9559,4/14/16,exact
ERR4236017,-71.0635,-32.9559,4/14/16,exact
ERR4236018,-71.0635,-32.9559,4/14/16,exact
ERR4236019,-71.0635,-32.9559,4/3/16,exact
ERR4236020,-71.0635,-32.9559,4/3/16,exact
ERR4236021,-71.0635,-32.9559,4/3/16,exact
ERR4236022,-71.0635,-32.9559,4/3/16,exact
ERR4236025,-71.0635,-32.9559,4/14/16,exact
ERR4236026,-71.0635,-32.9559,4/14/16,exact
ERR4236027,-71.0635,-32.9559,4/14/16,exact
ERR4236028,-71.0635,-32.9559,4/14/16,exact
ERR4236029,-71.0635,-32.9559,4/3/16,exact
ERR4236030,-71.0635,-32.9559,4/3/16,exact
ERR4236031,-71.0635,-32.9559,4/3/16,exact
ERR4236032,-71.0635,-32.9559,4/3/16,exact
ERR4236035,-71.0635,-32.9559,4/14/16,exact
ERR4236036,-71.0635,-32.9559,4/14/16,exact
ERR4236037,-71.0635,-32.9559,4/14/16,exact
ERR4236038,-71.0635,-32.9559,4/14/16,exact
ERR4236039,-71.0635,-32.9559,4/3/16,exact
ERR4236040,-71.0635,-32.9559,4/3/16,exact
ERR4236041,-71.0635,-32.9559,4/3/16,exact
ERR4236042,-71.0635,-32.9559,4/3/16,exact
ERR4236045,-71.0635,-32.9559,4/14/16,exact
ERR4236046,-71.0635,-32.9559,4/14/16,exact
ERR4236047,-71.0635,-32.9559,4/14/16,exact
ERR4236048,-71.0635,-32.9559,4/14/16,exact
ERR4236049,-73.0135,-37.8077,4/19/16,exact
ERR4236050,-73.0135,-37.8077,4/19/16,exact
ERR4236051,-73.0135,-37.8077,4/19/16,exact
ERR4236052,-73.0135,-37.8077,4/19/16,exact
ERR4236055,-73.0135,-37.8077,4/25/16,exact
ERR4236056,-73.0135,-37.8077,4/25/16,exact
ERR4236057,-73.0135,-37.8077,4/25/16,exact
ERR4236058,-73.0135,-37.8077,4/25/16,exact
ERR4236059,-73.0135,-37.8077,4/19/16,exact
ERR4236060,-73.0135,-37.8077,4/19/16,exact
ERR4236061,-73.0135,-37.8077,4/19/16,exact
ERR4236062,-73.0135,-37.8077,4/19/16,exact
ERR4236065,-73.0135,-37.8077,4/25/16,exact
ERR4236066,-73.0135,-37.8077,4/25/16,exact
ERR4236067,-73.0135,-37.8077,4/25/16,exact
ERR4236068,-73.0135,-37.8077,4/25/16,exact
ERR4236069,-73.0135,-37.8077,4/19/16,exact
ERR4236070,-73.0135,-37.8077,4/19/16,exact
ERR4236071,-73.0135,-37.8077,4/19/16,exact
ERR4236072,-73.0135,-37.8077,4/19/16,exact
ERR4236075,-73.0135,-37.8077,4/25/16,exact
ERR4236076,-73.0135,-37.8077,4/25/16,exact
ERR4236077,-73.0135,-37.8077,4/25/16,exact
ERR4236078,-73.0135,-37.8077,4/25/16,exact
ERR4236079,-73.0135,-37.8077,4/19/16,exact
ERR4236080,-73.0135,-37.8077,4/19/16,exact
ERR4236081,-73.0135,-37.8077,4/19/16,exact
ERR4236082,-73.0135,-37.8077,4/19/16,exact
ERR4236085,-73.0135,-37.8077,4/25/16,exact
ERR4236086,-73.0135,-37.8077,4/25/16,exact
ERR4236087,-73.0135,-37.8077,4/25/16,exact
ERR4236088,-73.0135,-37.8077,4/25/16,exact
ERR4236089,-71.1663,-29.7574,3/24/16,exact
ERR4236090,-71.1663,-29.7574,3/24/16,exact
ERR4236091,-71.1663,-29.7574,3/24/16,exact
ERR4236092,-71.1663,-29.7574,3/24/16,exact
ERR4236095,-71.1663,-29.7574,3/29/16,exact
ERR4236096,-71.1663,-29.7574,3/29/16,exact
ERR4236097,-71.1663,-29.7574,3/29/16,exact
ERR4236098,-71.1663,-29.7574,3/29/16,exact
ERR4236099,-71.1663,-29.7574,3/24/16,exact
ERR4236100,-71.1663,-29.7574,3/24/16,exact
ERR4236101,-71.1663,-29.7574,3/24/16,exact
ERR4236102,-71.1663,-29.7574,3/24/16,exact
ERR4236105,-71.1663,-29.7574,3/29/16,exact
ERR4236106,-71.1663,-29.7574,3/29/16,exact
ERR4236107,-71.1663,-29.7574,3/29/16,exact
ERR4236108,-71.1663,-29.7574,3/29/16,exact
ERR4236109,-71.1663,-29.7574,3/24/16,exact
ERR4236110,-71.1663,-29.7574,3/24/16,exact
ERR4236111,-71.1663,-29.7574,3/24/16,exact
ERR4236112,-71.1663,-29.7574,3/24/16,exact
ERR4236115,-71.1663,-29.7574,3/29/16,exact
ERR4236116,-71.1663,-29.7574,3/29/16,exact
ERR4236117,-71.1663,-29.7574,3/29/16,exact
ERR4236118,-71.1663,-29.7574,3/29/16,exact
ERR4236119,-71.1663,-29.7574,3/24/16,exact
ERR4236120,-71.1663,-29.7574,3/24/16,exact
ERR4236121,-71.1663,-29.7574,3/24/16,exact
ERR4236122,-71.1663,-29.7574,3/24/16,exact
ERR4236125,-71.1663,-29.7574,3/29/16,exact
ERR4236126,-71.1663,-29.7574,3/29/16,exact
ERR4236127,-71.1663,-29.7574,3/29/16,exact
ERR4236128,-71.1663,-29.7574,3/29/16,exact
SRR3602029,-105.38,39.99,8/15/12,exact
SRR3607384,-105.38,39.99,8/15/12,exact
SRR3607506,-105.38,39.99,8/15/12,exact
SRR3607518,-105.38,39.99,8/15/12,exact
SRR3607519,-105.38,39.99,8/15/12,exact
SRR3607520,-105.38,39.99,8/15/12,exact
SRR3607521,-105.38,39.99,8/15/12,exact
SRR3607522,-105.38,39.99,8/15/12,exact
SRR3607523,-105.38,39.99,8/15/12,exact
SRR3607524,-105.38,39.99,8/15/12,exact
SRR3607525,-105.38,39.99,8/15/12,exact
SRR3607530,-105.38,39.99,8/15/12,exact
SRR3607531,-105.38,39.99,8/15/12,exact
SRR3607533,-105.38,39.99,8/15/12,exact
SRR3607534,-105.38,39.99,8/15/12,exact
SRR3607535,-105.38,39.99,8/15/12,exact
SRR3607536,-105.38,39.99,8/15/12,exact
SRR3607537,-105.38,39.99,8/15/12,exact
SRR3607538,-105.38,39.99,8/15/12,exact
SRR3607540,-105.38,39.99,8/15/12,exact
SRR3607541,-105.38,39.99,8/15/12,exact
SRR3607542,-65.8,18.3,7/25/12,exact
SRR3607543,-65.8,18.3,7/25/12,exact
SRR3607554,-65.8,18.3,7/25/12,exact
SRR3607615,-65.8,18.3,7/25/12,exact
SRR3607630,-65.8,18.3,7/25/12,exact
SRR3607632,-65.8,18.3,7/25/12,exact
SRR3607633,-65.8,18.3,7/25/12,exact
SRR3607663,-65.8,18.3,7/25/12,exact
SRR3607664,-65.8,18.3,7/25/12,exact
SRR3607665,-65.8,18.3,7/25/12,exact
SRR3607725,-65.8,18.3,7/25/12,exact
SRR3607726,-65.8,18.3,7/25/12,exact
SRR3607727,-65.8,18.3,7/25/12,exact
SRR3607728,-65.8,18.3,7/25/12,exact
SRR3607729,-65.8,18.3,7/25/12,exact
SRR3607731,-65.8,18.3,7/25/12,exact
SRR3607732,-65.8,18.3,7/25/12,exact
SRR3607733,-65.8,18.3,7/25/12,exact
SRR3607734,-65.8,18.3,7/25/12,exact
SRR3607735,-65.8,18.3,7/25/12,exact
SRR3607736,-65.8,18.3,7/25/12,exact
SRR3607737,-72.19,42.53,8/10/12,exact
SRR3607739,-72.19,42.53,8/10/12,exact
SRR3607741,-72.19,42.53,8/10/12,exact
SRR3607742,-72.19,42.53,8/10/12,exact
SRR3607743,-72.19,42.53,8/10/12,exact
SRR3607744,-72.19,42.53,8/10/12,exact
SRR3607746,-72.19,42.53,8/10/12,exact
SRR3607747,-72.19,42.53,8/10/12,exact
SRR3607748,-72.19,42.53,8/10/12,exact
SRR3607751,-72.19,42.53,8/10/12,exact
SRR3607752,-72.19,42.53,8/10/12,exact
SRR3607753,-72.19,42.53,8/10/12,exact
SRR3607754,-72.19,42.53,8/10/12,exact
SRR3607755,-72.19,42.53,8/10/12,exact
SRR3607757,-72.19,42.53,8/10/12,exact
SRR3607758,-72.19,42.53,8/10/12,exact
SRR3607759,-72.19,42.53,8/10/12,exact
SRR3607760,-72.19,42.53,8/10/12,exact
SRR3607761,-72.19,42.53,8/10/12,exact
SRR3607762,-72.19,42.53,8/10/12,exact
SRR3607764,-72.19,42.53,8/10/12,exact
SRR3607765,-83.5,35,8/1/12,exact
SRR3607766,-83.5,35,8/1/12,exact
SRR3607767,-83.5,35,8/1/12,exact
SRR3607768,-83.5,35,8/1/12,exact
SRR3607770,-83.5,35,8/1/12,exact
SRR3607771,-83.5,35,8/1/12,exact
SRR3607772,-83.5,35,8/1/12,exact
SRR3607773,-83.5,35,8/1/12,exact
SRR3607776,-83.5,35,8/1/12,exact
SRR3607777,-83.5,35,8/1/12,exact
SRR3607778,-83.5,35,8/1/12,exact
SRR3607779,-83.5,35,8/1/12,exact
SRR3607780,-83.5,35,8/1/12,exact
SRR3607781,-83.5,35,8/1/12,exact
SRR3607786,-83.5,35,8/1/12,exact
SRR3607797,-83.5,35,8/1/12,exact
SRR3607853,-83.5,35,8/1/12,exact
SRR3607854,-83.5,35,8/1/12,exact
SRR3607855,-83.5,35,8/1/12,exact
SRR3607856,-83.5,35,8/1/12,exact
SRR3607858,-83.5,35,8/1/12,exact
SRR3607859,-79.85,9.15,7/15/12,exact
SRR3607860,-79.85,9.15,7/15/12,exact
SRR3607862,-79.85,9.15,7/15/12,exact
SRR3607863,-79.85,9.15,7/15/12,exact
SRR3607864,-79.85,9.15,7/15/12,exact
SRR3607865,-79.85,9.15,7/15/12,exact
SRR3607866,-79.85,9.15,7/15/12,exact
SRR3607885,-79.85,9.15,7/15/12,exact
SRR3607887,-79.85,9.15,7/15/12,exact
SRR3607888,-79.85,9.15,7/15/12,exact
SRR3607892,-79.85,9.15,7/15/12,exact
SRR3607897,-79.85,9.15,7/15/12,exact
SRR3607899,-79.85,9.15,7/15/12,exact
SRR3607900,-79.85,9.15,7/15/12,exact
SRR3607901,-79.85,9.15,7/15/12,exact
SRR3607903,-79.85,9.15,7/15/12,exact
SRR3607904,-79.85,9.15,7/15/12,exact
SRR3607905,-79.85,9.15,7/15/12,exact
SRR3607906,-79.85,9.15,7/15/12,exact
SRR3607907,-79.85,9.15,7/15/12,exact
SRR3607908,-79.85,9.15,7/15/12,exact
SRR3607909,-122.26,44.2,7/1/12,exact
SRR3607910,-122.26,44.2,7/1/12,exact
SRR3607911,-122.26,44.2,7/1/12,exact
SRR3607912,-122.26,44.2,7/1/12,exact
SRR3607913,-122.26,44.2,7/1/12,exact
SRR3607914,-122.26,44.2,7/1/12,exact
SRR3607920,-122.26,44.2,7/1/12,exact
SRR3607921,-122.26,44.2,7/1/12,exact
SRR3607922,-122.26,44.2,7/1/12,exact
SRR3607923,-122.26,44.2,7/1/12,exact
SRR3607924,-122.26,44.2,7/1/12,exact
SRR3607925,-122.26,44.2,7/1/12,exact
SRR3607927,-122.26,44.2,7/1/12,exact
SRR3607928,-122.26,44.2,7/1/12,exact
SRR3607930,-122.26,44.2,7/1/12,exact
SRR3607931,-122.26,44.2,7/1/12,exact
SRR3607933,-122.26,44.2,7/1/12,exact
SRR3607935,-122.26,44.2,7/1/12,exact
SRR3607936,-122.26,44.2,7/1/12,exact
SRR3607938,-122.26,44.2,7/1/12,exact
SRR3607939,-122.26,44.2,7/1/12,exact
SRR13692326,-158.06264,21.64051,11/8/18,exact
SRR13692327,-158.06264,21.64051,11/8/18,exact
SRR13692328,-158.06264,21.64051,11/8/18,exact
SRR13692329,-158.06264,21.64051,11/8/18,exact
SRR13692330,-158.06264,21.64051,11/8/18,exact
SRR13692331,-158.06264,21.64051,11/8/18,exact
SRR13692332,-158.06264,21.64051,11/8/18,exact
SRR13692334,-158.06264,21.64051,11/8/18,exact
SRR13692335,-158.06264,21.64051,11/8/18,exact
SRR13692434,-158.01466,21.6203,5/21/18,exact
SRR13692435,-158.01466,21.6203,5/21/18,exact
SRR13692436,-158.01466,21.6203,5/21/18,exact
SRR13692437,-158.01466,21.6203,5/21/18,exact
SRR13692438,-158.01466,21.6203,5/21/18,exact
SRR13692439,-158.01466,21.6203,5/21/18,exact
SRR13692440,-158.01466,21.6203,5/21/18,exact
SRR13692441,-158.01466,21.6203,5/21/18,exact
SRR13692442,-158.01466,21.6203,5/21/18,exact
SRR13692528,-158.05209,21.6336,3/6/18,exact
SRR13692539,-158.05209,21.6336,3/6/18,exact
SRR13692550,-158.05209,21.6336,3/6/18,exact
SRR13692584,-158.04771,21.63094,4/11/18,exact
SRR13692585,-158.04771,21.63094,4/11/18,exact
SRR13692586,-158.04771,21.63094,4/11/18,exact
SRR13692587,-158.04771,21.63094,4/11/18,exact
SRR13692588,-158.04771,21.63094,4/11/18,exact
SRR13692589,-158.04771,21.63094,4/11/18,exact
SRR13692591,-158.04771,21.63094,4/11/18,exact
SRR13692593,-158.04771,21.63094,4/11/18,exact
SRR13692705,-158.05209,21.6336,3/6/18,exact
SRR13692716,-158.05209,21.6336,3/6/18,exact
SRR13692728,-158.05209,21.6336,3/6/18,exact
SRR13692885,-158.05209,21.6336,3/6/18,exact
SRR13692911,-158.04263,21.62997,4/18/18,exact
SRR13692912,-158.04263,21.62997,4/18/18,exact
SRR13692913,-158.04263,21.62997,4/18/18,exact
SRR13692915,-158.04263,21.62997,4/18/18,exact
SRR13692916,-158.04263,21.62997,4/18/18,exact
SRR13692917,-158.04263,21.62997,4/18/18,exact
SRR13692918,-158.04263,21.62997,4/18/18,exact
SRR13692919,-158.04263,21.62997,4/18/18,exact
SRR13692920,-158.04263,21.62997,4/18/18,exact
SRR13692992,-158.05209,21.6336,3/6/18,exact
SRR13693003,-158.05209,21.6336,3/6/18,exact
SRR13693164,-158.05855,21.63696,4/25/18,exact
SRR13693165,-158.05855,21.63696,4/25/18,exact
SRR13693166,-158.05855,21.63696,4/25/18,exact
SRR13693167,-158.05855,21.63696,4/25/18,exact
SRR13693168,-158.05855,21.63696,4/25/18,exact
SRR13693169,-158.05855,21.63696,4/25/18,exact
SRR13693170,-158.05855,21.63696,4/25/18,exact
SRR13693171,-158.05855,21.63696,4/25/18,exact
SRR13693172,-158.05855,21.63696,4/25/18,exact
SRR13952339,-157.95499,21.59049,7/1/19,exact
SRR13952340,-157.95499,21.59049,7/1/19,exact
SRR13952341,-157.95499,21.59049,7/1/19,exact
SRR23092114,109.4541667,18.3275,8/1/21,exact
SRR23092115,110.3627778,19.10388889,8/1/21,exact
SRR23092116,109.9338889,18.52222222,8/1/21,exact
SRR23092117,110.5458333,19.8825,8/1/21,exact
SRR23092118,107.0227778,27.04277778,8/1/21,exact
SRR23092119,108.3725,22.88888889,8/1/21,exact
SRR23092120,108.5777778,22.97777778,8/1/21,exact
SRR23092121,109.0902778,24.10416667,8/1/21,exact
SRR23092122,117.4222222,30.64527778,8/1/21,exact
SRR23092123,109.3694444,24.20777778,8/1/21,exact
SRR23092124,109.3694444,24.20194444,8/1/21,exact
SRR23092125,110.7161111,24.79222222,8/1/21,exact
SRR23092126,110.2833333,25.06888889,8/1/21,exact
SRR23092127,110.1180556,25.7575,8/1/21,exact
SRR23092128,113.3177778,23.15777778,8/1/21,exact
SRR23092129,117.8511111,24.55027778,8/1/21,exact
SRR23092130,117.8063889,24.61166667,8/1/21,exact
SRR23092131,117.8947222,24.52583333,8/1/21,exact
SRR23092132,117.9261111,24.50972222,8/1/21,exact
SRR23092133,117.4869444,30.63333333,8/1/21,exact
SRR23092134,118.1669444,25.03472222,8/1/21,exact
SRR23092135,118.0305556,27.76083333,8/1/21,exact
SRR23092136,119.7911111,26.49388889,8/1/21,exact
SRR23092137,109.5730556,30.39583333,8/1/21,exact
SRR23092138,113.0172222,29.43583333,8/1/21,exact
SRR23092139,120.4588889,30.63388889,8/1/21,exact
SRR23092140,118.9261111,28.87722222,8/1/21,exact
SRR23092141,116.7705556,35.96916667,8/1/21,exact
SRR23092142,120.1038889,36.06444444,8/1/21,exact
SRR23092143,103.4188889,29.53333333,8/1/21,exact
SRR23092144,103.5969444,29.55,8/1/21,exact
SRR23092145,122.405,41.01583333,8/1/21,exact
SRR23092146,118.0672222,27.73972222,8/1/21,exact
SRR23092147,114.5075,38.04666667,8/1/21,exact
SRR23092148,112.8005556,29.50166667,8/1/21,exact
SRR23092149,117.3336111,39.24361111,8/1/21,exact
SRR23092150,110.6444444,19.95638889,8/1/21,exact
SRR23092151,117.1675,38.89083333,8/1/21,exact
SRR23092152,117.5336111,38.92111111,8/1/21,exact
SRR23092153,117.1397222,38.99638889,8/1/21,exact
SRR23092154,117.15,38.98472222,8/1/21,exact
SRR23092155,104.5591667,28.89083333,8/1/21,exact
SRR23092156,109.1386111,34.41305556,8/1/21,exact
SRR23092157,108.9091667,34.04972222,8/1/21,exact
SRR23092158,108.7952778,33.98444444,8/1/21,exact
SRR23092159,107.0741667,34.51361111,8/1/21,exact
SRR23092160,118.31,31.23694444,8/1/21,exact
SRR23092161,111.8375,38.71833333,8/1/21,exact
SRR23092162,112.7463889,37.65305556,8/1/21,exact
SRR23092163,116.7844444,35.90555556,8/1/21,exact
SRR23092164,120.3641667,36.08,8/1/21,exact
SRR23092165,121.3861111,37.52527778,8/1/21,exact
SRR23092166,121.3841667,37.52472222,8/1/21,exact
SRR23092167,121.3783333,37.46361111,8/1/21,exact
SRR23092168,120.4247222,36.09527778,8/1/21,exact
SRR23092169,108.4222222,38.43194444,8/1/21,exact
SRR23092170,122.5497222,42.68444444,8/1/21,exact
SRR23092171,120.0927778,30.37777778,8/1/21,exact
SRR23092172,115.74,28.75138889,8/1/21,exact
SRR23092173,115.0369444,27.05861111,8/1/21,exact
SRR23092174,115.9283333,28.75694444,8/1/21,exact
SRR23092175,115.7561111,28.78777778,8/1/21,exact
SRR23092176,116.0563889,28.775,8/1/21,exact
SRR23092177,116.0538889,28.76805556,8/1/21,exact
SRR23092178,115.9297222,29.58055556,8/1/21,exact
SRR23092179,115.8405556,29.67694444,8/1/21,exact
SRR23092180,115.8986111,29.70972222,8/1/21,exact
SRR23092181,115.0511111,27.11722222,8/1/21,exact
SRR23092182,110.6327778,19.88611111,8/1/21,exact
SRR23092183,110.3866667,19.19583333,8/1/21,exact
SRR23092184,102.8861111,24.89805556,8/1/21,exact
SRR23092185,113.5805556,22.3675,8/1/21,exact
SRR23092186,116.3836111,44.12944444,8/1/21,exact
SRR23092187,116.9394444,44.39583333,8/1/21,exact
SRR23092188,117.9308333,43.91638889,8/1/21,exact
SRR23092189,103.85,30.72305556,8/1/21,exact
SRR23092190,117.7383333,44.21611111,8/1/21,exact
SRR23092191,117.7027778,44.50416667,8/1/21,exact
SRR23092192,117.7033333,44.45861111,8/1/21,exact
SRR23092193,117.1552778,45.29388889,8/1/21,exact
SRR23092194,117.3158333,45.01111111,8/1/21,exact
SRR23092195,117.4583333,44.75972222,8/1/21,exact
SRR23092196,117.4819444,44.68916667,8/1/21,exact
SRR23092197,117.4716667,44.70972222,8/1/21,exact
SRR23092198,118.7619444,25.92666667,8/1/21,exact
SRR23092199,113.1683333,25.51722222,8/1/21,exact
SRR23092200,119.2930556,26.14361111,8/1/21,exact
SRR23092201,113.5377778,22.32694444,8/1/21,exact
SRR23092202,100.3444444,25.62888889,8/1/21,exact
SRR23092203,112.9927778,37.39361111,8/1/21,exact
SRR23092204,114.6188889,39.25083333,8/1/21,exact
SRR23092205,123.2047222,49.53805556,8/1/21,exact
SRR23092206,122.02,51.725,8/1/21,exact
SRR23092207,110.1016667,21.13388889,8/1/21,exact
SRR23092208,112.4183333,22.40055556,8/1/21,exact
SRR23092209,110.6577778,19.89333333,8/1/21,exact
SRR23092210,110.5938889,19.88805556,8/1/21,exact
SRR23092211,119.3630556,26.93888889,8/1/21,exact
SRR23092212,118.6269444,32.48555556,8/1/21,exact
SRR23092213,118.6344444,32.48111111,8/1/21,exact
SRR23092214,116.3305556,35.99555556,8/1/21,exact
SRR23092215,117.9802778,36.93111111,8/1/21,exact
SRR23092216,118.9838889,29.05,8/1/21,exact
SRR23092217,118.9744444,29.02222222,8/1/21,exact
SRR23092218,118.32,31.25,8/1/21,exact
SRR23092219,120.0252778,33.3725,8/1/21,exact
SRR23092220,119.0763889,33.08222222,8/1/21,exact
SRR23092221,120.0316667,31.04305556,8/1/21,exact
SRR23092222,120.0108333,32.08444444,8/1/21,exact
SRR23092223,120.0363889,31.02388889,8/1/21,exact
SRR23092224,117.1608333,31.02805556,8/1/21,exact
SRR23092225,120.0344444,31.02277778,8/1/21,exact
SRR23092226,125.4627778,43.78666667,8/1/21,exact
SRR23092227,125.3302778,43.90777778,8/1/21,exact
SRR23092228,128.5641667,42.95055556,8/1/21,exact
SRR23092229,117.1713889,30.83416667,8/1/21,exact
SRR23092230,124.4161111,45.11861111,8/1/21,exact
SRR23092231,124.9825,45.0125,8/1/21,exact
SRR23092232,113.1330556,29.2975,8/1/21,exact
SRR23092233,113.1183333,29.26416667,8/1/21,exact
SRR23092234,112.8266667,25.5125,8/1/21,exact
SRR23092235,113.0325,25.8,8/1/21,exact
SRR23092236,113.0325,25.91138889,8/1/21,exact
SRR23092237,113.0055556,25.89861111,8/1/21,exact
SRR23092238,112.37,30.36805556,8/1/21,exact
SRR23092239,109.5833333,30.39944444,8/1/21,exact
SRR23092240,117.2347222,31.6625,8/1/21,exact
SRR23092241,114.9216667,35.37,8/1/21,exact
SRR23092242,114.7486111,35.20472222,8/1/21,exact
SRR23092243,114.8311111,35.22777778,8/1/21,exact
SRR23092244,114.8736111,35.28111111,8/1/21,exact
SRR23092245,114.9069444,35.31666667,8/1/21,exact
SRR23092246,114.7463889,41.16777778,8/1/21,exact
SRR23092247,115.4086111,41.23333333,8/1/21,exact
SRR23092248,114.8925,37.87444444,8/1/21,exact
SRR23092249,114.3455556,37.91027778,8/1/21,exact
SRR23092250,114.7902778,37.9525,8/1/21,exact
SRR23092251,117.2388889,31.86722222,8/1/21,exact
SRR23092252,115.9369444,38.94472222,8/1/21,exact
SRR23092253,109.4611111,18.33722222,8/1/21,exact
SRR23092254,119.0741667,26.22527778,8/1/21,exact
SRR23092255,119.0655556,26.22222222,8/1/21,exact
SRR23092256,106.7311111,23.65444444,8/1/21,exact
SRR23092257,106.6186111,23.64388889,8/1/21,exact
SRR23092258,119.2783333,26.16833333,8/1/21,exact
SRR23092259,114.5036111,32.23388889,8/1/21,exact
SRR23092260,114.5033333,32.23472222,8/1/21,exact
SRR23092261,132.6041667,47.18277778,8/1/21,exact
SRR23092262,132.6319444,47.1925,8/1/21,exact
SRR23092263,111.2705556,28.74861111,8/1/21,exact
SRR23092264,111.2688889,28.74,8/1/21,exact
SRR23092265,122.8694444,45.74083333,8/1/21,exact
SRR23092266,123.0369444,45.56,8/1/21,exact
SRR23092267,115.7561111,29.31333333,8/1/21,exact
SRR23092268,121.43,28.47361111,8/1/21,exact
SRR23092269,116.6447222,40.0175,8/1/21,exact
SRR23092270,126.7794444,45.67916667,8/1/21,exact
SRR23092271,116.1877778,35.90555556,8/1/21,exact
SRR23092272,100.3277778,36.05583333,8/1/21,exact
SRR23092273,101.6144444,36.48361111,8/1/21,exact
SRR23092274,113.9444444,34.92583333,8/1/21,exact
SRR23092275,101.8716667,33.67472222,8/1/21,exact
SRR23092276,120.4575,30.66305556,8/1/21,exact
SRR23092277,108.9444444,28.42777778,8/1/21,exact
SRR23092278,106.4805556,30.20138889,8/1/21,exact
SRR23092279,100.2008333,26.96027778,8/1/21,exact
SRR23092280,116.3722222,40.01194444,8/1/21,exact
SRR23092281,100.1480556,26.86611111,8/1/21,exact
SRR23092282,100.335,25.57972222,8/1/21,exact
SRR23092283,100.32,25.58666667,8/1/21,exact
SRR23092284,117.025,39.61111111,8/1/21,exact
SRR23092285,117.0319444,39.54694444,8/1/21,exact
SRR23092286,117.4744444,39.27666667,8/1/21,exact
SRR23092287,117.475,38.90638889,8/1/21,exact
SRR23092288,117.6538889,39.09833333,8/1/21,exact
SRR23092289,117.6555556,39.04416667,8/1/21,exact
SRR23092290,123.4563889,41.63638889,8/1/21,exact
SRR23092291,118.2980556,31.27694444,8/1/21,exact
SRR23092292,117.4927778,30.64388889,8/1/21,exact
SRR23092293,117.4133333,30.65416667,8/1/21,exact
SRR24581161,-88.27735,42.99575,6/11/20,exact
SRR24581162,-88.27735,42.99575,6/11/20,exact
SRR24581163,-88.27735,42.99575,6/11/20,exact
SRR24581164,-88.27735,42.99575,6/11/20,exact
SRR24581165,-88.27735,42.99575,6/11/20,exact
SRR24581166,-88.27735,42.99575,6/11/20,exact
SRR24581167,-88.27735,42.99575,9/1/20,exact
SRR24581168,-88.27735,42.99575,5/29/20,exact
SRR24581169,-88.27735,42.99575,5/29/20,exact
SRR24581170,-88.27735,42.99575,5/29/20,exact
SRR24581171,-88.27735,42.99575,5/29/20,exact
SRR24581172,-88.27735,42.99575,5/29/20,exact
SRR24581173,-88.27735,42.99575,5/29/20,exact
SRR24581174,-88.27735,42.99575,5/29/20,exact
SRR24581175,-88.27735,42.99575,5/29/20,exact
SRR24581176,-88.27735,42.99575,5/29/20,exact
SRR24581177,-88.27735,42.99575,5/29/20,exact
SRR24581178,-88.27735,42.99575,9/1/20,exact
SRR24581179,-88.27735,42.99575,5/11/20,exact
SRR24581180,-88.27735,42.99575,5/11/20,exact
SRR24581181,-88.27735,42.99575,5/11/20,exact
SRR24581182,-88.27735,42.99575,5/11/20,exact
SRR24581183,-88.27735,42.99575,5/11/20,exact
SRR24581184,-88.27735,42.99575,5/11/20,exact
SRR24581185,-88.27735,42.99575,5/11/20,exact
SRR24581186,-88.27735,42.99575,5/11/20,exact
SRR24581187,-88.27735,42.99575,5/11/20,exact
SRR24581188,-88.27735,42.99575,5/11/20,exact
